video_id,channel_id,channel_name,title,url,published_at,views,likes,comments,duration_seconds,tier,age_hours,age_bucket,velocity,baseline_velocity,breakout_ratio,capped_breakout,breakout_label,baseline_confidence,baseline_source,trend_id,trend_name,anime_title,manager_value,manager_note
ODms51i8BaA,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,【Ani-One On Live】《Saga of Tanya the Evil 2》#2 X Micho Teh,https://www.youtube.com/watch?v=ODms51i8BaA,2026-07-16T02:04:10+00:00,1768,47,3,1858,priority,15.58,6_24h,113.49,96.47,1.176,1.176,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
PldXOeNQWjE,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,《盜墓王》#2 (繁中字幕 | 日語原聲)【Ani-One Asia】,https://www.youtube.com/watch?v=PldXOeNQWjE,2026-07-15T17:20:06+00:00,23773,667,53,1420,priority,24.31,24_72h,977.81,354.46,2.759,2.759,breakout,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
JebW3tte3BI,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,《幼女戰記 2》#2 (繁中字幕 | 日語原聲)【Ani-One Asia】,https://www.youtube.com/watch?v=JebW3tte3BI,2026-07-15T13:30:17+00:00,52653,2147,221,1421,priority,28.14,24_72h,1870.93,354.46,5.278,5.278,strong_breakout,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
kBY6v2Co-pE,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,《澈底對你成癮》#2 (繁中字幕 | 日語原聲)【Ani-One Asia】,https://www.youtube.com/watch?v=kBY6v2Co-pE,2026-07-15T13:00:06+00:00,9757,832,35,328,priority,28.65,24_72h,340.61,354.46,0.961,0.961,normal,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
xxp5f3mPyKs,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,《相反的你和我 第二季》聲優 x Ani-One特別應援！| 鈴代紗弓 & 坂田將吾【Ani-One Asia】,https://www.youtube.com/watch?v=xxp5f3mPyKs,2026-07-15T12:00:24+00:00,1084,37,1,111,priority,29.64,24_72h,36.57,354.46,0.103,0.103,below_average,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
_EztNDa_zno,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,《Clevatess II-魔獸之王與虛假的勇者傳承-》#2 (繁中字幕 | 日語原聲)【Ani-One Asia】,https://www.youtube.com/watch?v=_EztNDa_zno,2026-07-15T12:00:07+00:00,30392,945,80,1421,priority,29.65,24_72h,1025.18,354.46,2.892,2.892,breakout,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
Ff33ydEVGus,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,《從前從前有隻貓！世界喵童話》#40 (繁中字幕 | 日語原聲)【Ani-One Asia】,https://www.youtube.com/watch?v=Ff33ydEVGus,2026-07-15T11:00:07+00:00,475,32,,180,priority,30.65,24_72h,15.5,354.46,0.044,0.044,below_average,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
I_eL1Ey9ENo,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,2026年7月新番《尼古喵喵》預告【Ani-One Asia】,https://www.youtube.com/watch?v=I_eL1Ey9ENo,2026-07-15T10:00:38+00:00,5436,103,11,93,priority,31.64,24_72h,171.83,354.46,0.485,0.485,below_average,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
j7vZLp_QnSw,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,《奇招百出的維多利亞》#2 (繁中字幕 | 日語原聲)【Ani-One Asia】,https://www.youtube.com/watch?v=j7vZLp_QnSw,2026-07-14T15:00:06+00:00,18653,871,53,1420,priority,50.65,24_72h,368.3,354.46,1.039,1.039,normal,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
NDTqEVsOqes,UCDkyGyEl4M8kjA1AusHfEtg,Animity,(Complete) Orphans Risks Their Life In The Abyss To Find Their Lost Mother But.. Explained in Hindi,https://www.youtube.com/watch?v=NDTqEVsOqes,2026-07-16T10:18:59+00:00,40501,3319,828,5382,priority,7.33,6_24h,5524.63,5524.63,1.0,1.0,normal,very_low,channel_median,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
yURU2zuKiwA,UCDkyGyEl4M8kjA1AusHfEtg,Animity,She Decided To Risk Her Life In The Abyss To Find Her Mother But... Explained in Hindi,https://www.youtube.com/watch?v=yURU2zuKiwA,2026-07-14T13:15:49+00:00,122466,6470,1320,3354,priority,52.38,24_72h,2337.86,2337.86,1.0,1.0,normal,very_low,channel_median,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
VJpcCg9oyDo,UCDkyGyEl4M8kjA1AusHfEtg,Animity,(20) Ordinary Boy Accidently Awakens Soul Reaper Powers Inside of Him Explained in Hindi,https://www.youtube.com/watch?v=VJpcCg9oyDo,2026-07-08T08:38:11+00:00,210181,12003,6587,1922,priority,201.01,7d_plus,1045.62,1.0,1045.619,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
EMX7Fej95nU,UCDkyGyEl4M8kjA1AusHfEtg,Animity,(19) Ordinary Boy Accidently Awakens Soul Reaper Powers Inside of Him Explained in Hindi,https://www.youtube.com/watch?v=EMX7Fej95nU,2026-07-04T15:30:35+00:00,239131,13139,8459,2973,priority,290.14,7d_plus,824.2,1.0,824.198,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
b5rSgjojm8c,UCDkyGyEl4M8kjA1AusHfEtg,Animity,(18) Ordinary Boy Accidently Awakens Soul Reaper Powers Inside of Him Explained in Hindi,https://www.youtube.com/watch?v=b5rSgjojm8c,2026-06-29T09:39:29+00:00,204994,10864,2514,2112,priority,415.99,7d_plus,492.79,1.0,492.787,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
DKE9duDoqh0,UCDkyGyEl4M8kjA1AusHfEtg,Animity,(17) Ordinary Boy Accidently Awakens Soul Reaper Powers Inside of Him Explained in Hindi,https://www.youtube.com/watch?v=DKE9duDoqh0,2026-06-25T15:32:53+00:00,183513,11241,4408,1305,priority,506.1,7d_plus,362.6,1.0,362.603,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
Qd3eh4FFsyA,UCDkyGyEl4M8kjA1AusHfEtg,Animity,(16) Ordinary Boy Accidently Awakens Soul Reaper Powers Inside of Him Explained in Hindi,https://www.youtube.com/watch?v=Qd3eh4FFsyA,2026-06-23T13:05:52+00:00,207681,11080,7248,1886,priority,556.55,7d_plus,373.16,1.0,373.158,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
XEDdp6bUDoM,UCDkyGyEl4M8kjA1AusHfEtg,Animity,(15) Ordinary Boy Accidently Awakens Soul Reaper Powers Inside of Him Explained in Hindi,https://www.youtube.com/watch?v=XEDdp6bUDoM,2026-06-18T13:16:30+00:00,242218,11398,3802,2426,priority,676.37,7d_plus,358.11,1.0,358.113,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
1tO0QAmPmeM,UCDkyGyEl4M8kjA1AusHfEtg,Animity,(14) Ordinary Boy Accidently Awakens Soul Reaper Powers Inside of Him Explained in Hindi,https://www.youtube.com/watch?v=1tO0QAmPmeM,2026-06-14T14:32:50+00:00,243790,12635,5753,2433,priority,771.1,7d_plus,316.16,1.0,316.159,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
qKNY-8rF7CY,UCDkyGyEl4M8kjA1AusHfEtg,Animity,(13) Ordinary Boy Accidently Awakens Soul Reaper Powers Inside of Him Explained in Hindi,https://www.youtube.com/watch?v=qKNY-8rF7CY,2026-06-11T14:16:20+00:00,224026,11695,4988,1927,priority,843.38,7d_plus,265.63,1.0,265.63,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
JNIIgpLunXw,UCDkyGyEl4M8kjA1AusHfEtg,Animity,(2) Orphan Magicless Loser Becomes The Strongest Wizard Of Them All Explained in Hindi | Animity,https://www.youtube.com/watch?v=JNIIgpLunXw,2026-06-09T08:35:07+00:00,195894,9667,3771,1823,priority,897.06,7d_plus,218.37,1.0,218.373,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
qfPBZW8gmJc,UCDkyGyEl4M8kjA1AusHfEtg,Animity,(12) Ordinary Boy Accidently Awakens Soul Reaper Powers Inside of Him Explained in Hindi,https://www.youtube.com/watch?v=qfPBZW8gmJc,2026-06-06T16:07:26+00:00,242843,13251,7511,1711,priority,961.52,7d_plus,252.56,1.0,252.561,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
f_9YccYMZ6Q,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,Legendary Hitman is Accidentally Turned Into A Kid So He Gets Sent Back to High School Undercover,https://www.youtube.com/watch?v=f_9YccYMZ6Q,2026-07-16T08:36:53+00:00,6343,311,45,3769,priority,9.03,6_24h,702.23,702.23,1.0,1.0,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
QO_XsYrRQro,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,School Girl is Reborn Into Video Game But Finds Out She Is Actually The Final Boss,https://www.youtube.com/watch?v=QO_XsYrRQro,2026-07-11T09:32:46+00:00,18852,574,60,6423,priority,128.1,3_7d,147.16,285.56,0.515,0.515,below_average,very_low,channel_median,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
gUHrPvupM8U,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,Weak Orphan Loses Everything But He Trains Everyday To Become The Greatest Spy,https://www.youtube.com/watch?v=gUHrPvupM8U,2026-07-10T03:17:49+00:00,67135,1192,73,13326,priority,158.35,3_7d,423.96,285.56,1.485,1.485,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
g05pOJdJdyk,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,He Was Born As The Weakest Master But Can Gain Power By Poisoning Himself,https://www.youtube.com/watch?v=g05pOJdJdyk,2026-07-07T12:54:13+00:00,33789,660,76,3964,priority,220.74,7d_plus,153.07,1.0,153.069,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
9ycf7NuK_tQ,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,Boy Goes To Hogwarts With No Magic But Becomes the Strongest in the Academy With Just His Sword,https://www.youtube.com/watch?v=9ycf7NuK_tQ,2026-07-04T07:30:27+00:00,43546,1006,150,8170,priority,298.14,7d_plus,146.06,1.0,146.059,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
0pllezkfcy8,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,King is Reborn As the Greatest Prodigy And Accidentally Tames the Strongest Dragon Beast As His Pet,https://www.youtube.com/watch?v=0pllezkfcy8,2026-07-02T08:23:23+00:00,147226,2581,223,7373,priority,345.26,7d_plus,426.42,1.0,426.424,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
jdMsYlLnPFo,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,Genius Prince Discovers His Fiancé is the Villainess But Decides To Tame Her Instead,https://www.youtube.com/watch?v=jdMsYlLnPFo,2026-06-30T08:25:15+00:00,40150,1082,79,3403,priority,393.23,7d_plus,102.1,1.0,102.104,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
9_h44E_BMRA,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,Boy is Reborn As A Level 1 Vending Machine But Gets Stronger Every Time He Sells An Item,https://www.youtube.com/watch?v=9_h44E_BMRA,2026-06-26T14:28:26+00:00,61309,1105,120,12955,priority,483.17,7d_plus,126.89,1.0,126.888,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
FxI7-odGcNQ,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,Cancer Boy is Reborn As A Lv. 1 Farmer But is Blessed With the Ultimate Divine Tool From God,https://www.youtube.com/watch?v=FxI7-odGcNQ,2026-06-24T04:22:36+00:00,109212,2083,182,7248,priority,541.27,7d_plus,201.77,1.0,201.77,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
aejKDHhWQpo,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,Salaryman Accidentally Reincarnates As the Most Ugly Hero But Gains Godlike Powers in Exchange,https://www.youtube.com/watch?v=aejKDHhWQpo,2026-06-20T10:48:52+00:00,114239,1911,102,4939,priority,630.83,7d_plus,181.09,1.0,181.092,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
WTfkWPgF8ZE,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,Boy is Betrayed By His Village But He Commands the Two of the Strongest Demons As His Servants,https://www.youtube.com/watch?v=WTfkWPgF8ZE,2026-06-16T08:55:05+00:00,71496,1326,96,3367,priority,728.73,7d_plus,98.11,1.0,98.111,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
qTC_HaRqxLQ,UCAzzAsXz3y8j9_PRredjLNQ,Recap-kun,Boy Abandoned For Having No Talent But is Actually Blessed By God With 1000x Magic Power,https://www.youtube.com/watch?v=qTC_HaRqxLQ,2026-06-13T09:04:32+00:00,154894,2607,239,4203,priority,800.57,7d_plus,193.48,1.0,193.479,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
3i8RMnm586o,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,[Full]Orphan Boy is Actually The Reincarnation of The Strongest Demon Explained in Hindi,https://www.youtube.com/watch?v=3i8RMnm586o,2026-04-11T13:06:18+00:00,789399,15038,806,6485,priority,2308.54,7d_plus,341.95,1.0,341.947,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
edZ9WDywy10,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,Orphan Boy is Actually The Reincarnation of The Strongest Demon Explained in Hindi,https://www.youtube.com/watch?v=edZ9WDywy10,2026-04-05T12:57:00+00:00,478606,10351,1337,3178,priority,2452.7,7d_plus,195.13,1.0,195.135,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
0P6Fx5-f2i8,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,"Thrown Away to Die, He Awakens The STRONGEST SS-Rank Weapon Explained in Hindi",https://www.youtube.com/watch?v=0P6Fx5-f2i8,2026-03-23T13:34:30+00:00,393687,8261,348,5963,priority,2764.07,7d_plus,142.43,1.0,142.43,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
qvSJ0GDZq2A,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,Loser Office Worker is Reborn and Blessed By Goddess of Light Explained in Hindi,https://www.youtube.com/watch?v=qvSJ0GDZq2A,2026-03-19T08:19:54+00:00,753992,15719,344,4078,priority,2865.32,7d_plus,263.14,1.0,263.144,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
asQQl2RfZ-s,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,Weak Boy Awakened Mythical Creature & Became The Strongest in School Explained in Hindi,https://www.youtube.com/watch?v=asQQl2RfZ-s,2026-03-03T04:19:17+00:00,854602,14888,497,4124,priority,3253.33,7d_plus,262.69,1.0,262.686,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
xlN7Iy9g-GA,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,Everyone Thought He Was The Weakest But He Is The Most Powerful Student in Hindi,https://www.youtube.com/watch?v=xlN7Iy9g-GA,2026-03-01T01:55:04+00:00,2500794,33925,637,14947,priority,3303.73,7d_plus,756.96,1.0,756.961,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
10r8HAjxIz8,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,(8)Ugly Loser Awakened God's Powers But Pretends To Be Ordinary in Hindi,https://www.youtube.com/watch?v=10r8HAjxIz8,2026-02-23T12:23:26+00:00,400505,8538,475,1571,priority,3437.26,7d_plus,116.52,1.0,116.519,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
q4LMRgn1x_Y,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,(Full)He's Strongest But Hides His Powers to Live Normal Life Explained in Hindi,https://www.youtube.com/watch?v=q4LMRgn1x_Y,2026-02-20T03:49:37+00:00,755777,12093,309,6368,priority,3517.82,7d_plus,214.84,1.0,214.842,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
1Irw8RJU3RI,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,He's Strongest But Hides His Powers to Live Normal Life Explained in Hindi,https://www.youtube.com/watch?v=1Irw8RJU3RI,2026-02-12T13:27:05+00:00,499550,11462,439,3254,priority,3700.2,7d_plus,135.01,1.0,135.006,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
tvXrXmD9GlQ,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,(7)Ugly Loser Awakened God's Powers But Pretends To Be Ordinary in Hindi,https://www.youtube.com/watch?v=tvXrXmD9GlQ,2026-02-07T01:34:51+00:00,624000,13033,951,1886,priority,3832.07,7d_plus,162.84,1.0,162.836,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
mjWSpZ6tKVA,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,Lonely Boy Must Fall in Love with Vampires in 1 Year or He'll Be Killed Explained in Hindi,https://www.youtube.com/watch?v=mjWSpZ6tKVA,2026-02-02T10:45:02+00:00,333789,9325,1259,2160,priority,3942.9,7d_plus,84.66,1.0,84.656,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
OA6b2fk8B6k,UC2Zq6AKs9jGFzJ93YzbDFvw,Anime Bench,He Hides His Powers But Is Stronger Than The HERO Explained in Hindi,https://www.youtube.com/watch?v=OA6b2fk8B6k,2026-01-25T12:21:50+00:00,423141,9375,512,4319,priority,4133.28,7d_plus,102.37,1.0,102.374,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
NhcUnzo0l3M,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,"STUDENT finds a MAGIC STONE, but anyone who tries to RIP IT from her hands awakens a MONSTER",https://www.youtube.com/watch?v=NhcUnzo0l3M,2026-07-16T15:00:24+00:00,364,34,4,1058,priority,2.64,0_6h,137.84,137.84,1.0,1.0,normal,very_low,channel_median,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
VA8EU_oD-f8,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,A BOY puts on OLD WORK GLOVES and awakens an UNLIKELY LEGENDARY GOALKEEPER,https://www.youtube.com/watch?v=VA8EU_oD-f8,2026-07-15T14:45:02+00:00,957,43,8,1196,priority,26.9,24_72h,35.58,35.58,1.0,1.0,normal,very_low,channel_median,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
QaG3wR1ovgM,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,ORPHAN BABY MONKEY enters the TERRITORY OF SUPER PREDATORS to save its SPECIES,https://www.youtube.com/watch?v=QaG3wR1ovgM,2026-07-12T13:00:13+00:00,4055,100,5,1106,priority,100.64,3_7d,40.29,40.29,1.0,1.0,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
o9EMYAGCWBQ,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,MOON GOD chooses his NEW AVATAR and awakens a PERSONALITY capable of defeating IMMORTALS,https://www.youtube.com/watch?v=o9EMYAGCWBQ,2026-07-11T13:00:03+00:00,2305,66,7,1276,priority,124.65,3_7d,18.49,40.29,0.459,0.459,below_average,very_low,channel_median,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
8S-Wgdeqcu8,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,TWIN BROTHERS awaken the power of the ELEMENTAL STONES and choose OPPOSITE SIDES,https://www.youtube.com/watch?v=8S-Wgdeqcu8,2026-07-10T14:45:17+00:00,14926,275,5,1161,priority,146.89,3_7d,101.61,40.29,2.522,2.522,breakout,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
1mGE1mhyFYQ,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,CREATURE HUNTER awakens in a WORLD overrun by GIANT ROBOTS and learns how to defeat them,https://www.youtube.com/watch?v=1mGE1mhyFYQ,2026-07-09T15:15:03+00:00,2408,72,9,1032,priority,170.4,7d_plus,14.13,1.0,14.132,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
VgZqRMQNipc,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,OLD MAN wears a SUPER SANTA ARMOR built to defeat any VILLAIN and awakens an unseen POWER,https://www.youtube.com/watch?v=VgZqRMQNipc,2026-07-08T15:15:23+00:00,12099,193,8,953,priority,194.39,7d_plus,62.24,1.0,62.241,8.0,strong_breakout,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
STGGJh2fCN8,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,BOY finds a POWER GLOVE that can turn anyone into a SUPERHERO with a single TOUCH,https://www.youtube.com/watch?v=STGGJh2fCN8,2026-07-07T14:45:01+00:00,8292,145,13,1281,priority,218.9,7d_plus,37.88,1.0,37.881,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
kJ2UvlZcMro,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,BOY becomes the CHOSEN ONE and uses DIVINE POWERS against a GIANT CHAMPION,https://www.youtube.com/watch?v=kJ2UvlZcMro,2026-07-06T14:45:04+00:00,4324,119,10,1272,priority,242.9,7d_plus,17.8,1.0,17.802,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
ky7I2RN6NpY,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,PLAYGROUND hides a hungry CREATURE that needs to turn young people into HOSTS to FEED,https://www.youtube.com/watch?v=ky7I2RN6NpY,2026-07-05T14:30:16+00:00,2221,75,7,1066,priority,267.14,7d_plus,8.31,1.0,8.314,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
KzmZVsdDxQk,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,POLICE OFFICER receives SPECIAL SUIT and gains POWER to JUDGE VILLAINS using INDESTRUCTIBLE ARMOR,https://www.youtube.com/watch?v=KzmZVsdDxQk,2026-07-03T15:15:06+00:00,12451,268,12,1188,priority,314.4,7d_plus,39.6,1.0,39.603,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
Bv-wMInaSFU,UCFIxVe7v_ZuYplz-lLJ5ECA,Prime Recap,LIONS believe a DRAGON without WINGS is USELESS until he reveals his ULTIMATE POWER,https://www.youtube.com/watch?v=Bv-wMInaSFU,2026-07-02T15:00:27+00:00,6996,140,8,999,priority,338.64,7d_plus,20.66,1.0,20.659,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
pZfHVqRPXIE,UCyuQEEEHdu4IAp12RcJQEPA,AniCap,He Goes Back 15 Years to Unlock Every Skill Before Anyone Else Can,https://www.youtube.com/watch?v=pZfHVqRPXIE,2026-07-16T09:23:39+00:00,16259,655,68,1558,priority,8.25,6_24h,1970.02,1659.1,1.187,1.187,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
ziL04_bN6UM,UCyuQEEEHdu4IAp12RcJQEPA,AniCap,"He Was Born With the Weakest Class, but Unlocks a Level 999 System to Fight the Demon King",https://www.youtube.com/watch?v=ziL04_bN6UM,2026-07-15T22:50:05+00:00,25363,921,75,3454,priority,18.81,6_24h,1348.19,1659.1,0.813,0.813,normal,very_low,channel_median,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
zH9C8CnlKN8,UCyuQEEEHdu4IAp12RcJQEPA,AniCap,"Everyone Calls Him the Useless Prince, But He’s Secretly the Strongest SS-Class Adventurer",https://www.youtube.com/watch?v=zH9C8CnlKN8,2026-07-13T21:33:37+00:00,43730,1176,99,1726,priority,68.09,24_72h,642.27,642.27,1.0,1.0,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
ile152fX28Y,UCyuQEEEHdu4IAp12RcJQEPA,AniCap,Reincarnated with the Weakest Job but He Unlocks an SSS-Rank Class No One Has Ever Seen Before,https://www.youtube.com/watch?v=ile152fX28Y,2026-07-13T06:21:25+00:00,48533,1208,74,1740,priority,83.29,3_7d,582.7,632.1,0.922,0.922,normal,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
